sample_id,ticker,sector,cold_start_weeks,model,augmentation_method,MAE,RMSE,MAPE
JPM_w08_s0039,JPM,finance,8,linear_trend,none,8.403408468098723,9.349105703603993,4.156450862843871
JPM_w08_s0040,JPM,finance,8,naive,none,7.53951699393136,9.11238745473868,3.5961155984682804
JPM_w08_s0040,JPM,finance,8,moving_average,none,10.097433689662378,11.43309120165197,4.834151136435814
JPM_w08_s0040,JPM,finance,8,linear_trend,none,5.661705966725548,6.399192549015982,2.7517976439383007
JPM_w08_s0041,JPM,finance,8,naive,none,7.640830993652344,9.654128750023224,3.5544600068420427
JPM_w08_s0041,JPM,finance,8,moving_average,none,8.83192443847656,10.931280724737945,4.109101934065125
JPM_w08_s0041,JPM,finance,8,linear_trend,none,5.9272030123115345,6.389078950051693,2.8078833931951013
JPM_w08_s0042,JPM,finance,8,naive,none,16.94707162039621,18.250716557326317,7.149213586913832
JPM_w08_s0042,JPM,finance,8,moving_average,none,17.217263357979906,18.586273458539658,7.260925255413937
JPM_w08_s0042,JPM,finance,8,linear_trend,none,10.22995484780768,11.095671891581143,4.3303388824185785
JPM_w12_s0000,JPM,finance,12,naive,none,2.8949268886021207,3.8216628000414277,3.628446666367374
JPM_w12_s0000,JPM,finance,12,moving_average,none,3.4833946228027304,4.426143181310501,4.337367741357724
JPM_w12_s0000,JPM,finance,12,linear_trend,none,11.852177495233017,13.713452855320712,14.924881476471988
JPM_w12_s0001,JPM,finance,12,naive,none,6.781861986432757,8.48439104169153,7.798433640735114
JPM_w12_s0001,JPM,finance,12,moving_average,none,6.636998857770648,8.20437475070465,7.660538858793433
JPM_w12_s0001,JPM,finance,12,linear_trend,none,23.688743821091872,26.14574391800918,27.699503443360978
JPM_w12_s0002,JPM,finance,12,naive,none,2.394942964826311,3.1476288214596635,2.9629521117913606
JPM_w12_s0002,JPM,finance,12,moving_average,none,2.687453951154436,3.4475988694982638,3.3221010833360007
JPM_w12_s0002,JPM,finance,12,linear_trend,none,6.227108248102924,6.564744958568104,7.582383123113652
JPM_w12_s0003,JPM,finance,12,naive,none,2.3772460392543246,2.935064906807119,2.7214210399936922
JPM_w12_s0003,JPM,finance,12,moving_average,none,2.1104346684047153,2.526398734205472,2.4232681997077297
JPM_w12_s0003,JPM,finance,12,linear_trend,none,1.8239036639654473,2.11759696801357,2.1424554477481905
JPM_w12_s0004,JPM,finance,12,naive,none,4.12757682800293,4.926755102200401,4.957140346980055
JPM_w12_s0004,JPM,finance,12,moving_average,none,2.696305792672295,3.5204878934753805,3.2534002427368245
JPM_w12_s0004,JPM,finance,12,linear_trend,none,3.3186417648155326,4.180810653693136,3.996948305066481
JPM_w12_s0005,JPM,finance,12,naive,none,6.4883638109479636,8.5813198014171,6.5698503724105395
JPM_w12_s0005,JPM,finance,12,moving_average,none,6.586658205304827,8.811064588531933,6.652037160763926
JPM_w12_s0005,JPM,finance,12,linear_trend,none,7.8223014300113,10.277542637511315,7.896286955722854
JPM_w12_s0006,JPM,finance,12,naive,none,2.374839782714848,2.818590219264736,2.224230537810141
JPM_w12_s0006,JPM,finance,12,moving_average,none,4.567178453717911,5.326490861428533,4.222035170727119
JPM_w12_s0006,JPM,finance,12,linear_trend,none,5.342253359398888,5.677673806354972,4.987112656470603
JPM_w12_s0007,JPM,finance,12,naive,none,5.1323362077985495,5.965537934361039,4.213894456880129
JPM_w12_s0007,JPM,finance,12,moving_average,none,8.883080182756702,9.7033056199384,7.317489689380043
JPM_w12_s0007,JPM,finance,12,linear_trend,none,3.8702982754779844,4.67826069207216,3.259853836171437
JPM_w12_s0008,JPM,finance,12,naive,none,6.126720428466797,6.598891365985101,4.565306127026403
JPM_w12_s0008,JPM,finance,12,moving_average,none,8.855039215087885,9.188056571017867,6.613443311739767
JPM_w12_s0008,JPM,finance,12,linear_trend,none,4.05755434658208,4.490691568107987,3.0396477826680157
JPM_w12_s0009,JPM,finance,12,naive,none,2.3101098196847096,3.0755901636528025,1.6862279541531384
JPM_w12_s0009,JPM,finance,12,moving_average,none,2.5498788016183034,3.3664634871619645,1.8588766486668784
JPM_w12_s0009,JPM,finance,12,linear_trend,none,8.611189332944196,9.346645234353113,6.39225018478781
JPM_w12_s0010,JPM,finance,12,naive,none,2.5576705932617188,3.203340237393951,1.8026032720041125
JPM_w12_s0010,JPM,finance,12,moving_average,none,4.26916089739119,4.821987108830012,2.96946732122849
JPM_w12_s0010,JPM,finance,12,linear_trend,none,4.392789392351835,4.795592248517377,3.0689395191067916
JPM_w12_s0011,JPM,finance,12,naive,none,2.240447998046875,2.7939543540013476,1.644094245697023
JPM_w12_s0011,JPM,finance,12,moving_average,none,2.8147153581891677,3.4529077509901303,2.107245067626604
JPM_w12_s0011,JPM,finance,12,linear_trend,none,11.82436818222914,12.147404102667894,8.779928794198412
